	x		sin(x)		sin'an(x)		sin'sk(x)
      0.00	      0.00	      1.00	      0.84
      1.00	      0.84	      0.54	      0.07
      2.00	      0.91	     -0.42	     -0.77
      3.00	      0.14	     -0.99	     -0.90
      4.00	     -0.76	     -0.65	     -0.20
      5.00	     -0.96	      0.28	      0.68
      6.00	     -0.28	      0.96	      0.94
